카테고리,기업명(한글),기업명(영문),primaryKeyword,helperKeywords,excludeWords,mustIncludeAny,businessContext,tier,status
portfolio_company_gv,,HUD Inc,HUD Inc,"hud-on.com, HUD 3D floor plan, HUD Korea","Department of Housing and Urban Development, HUD Secretary, HUD funding, HUD housing, heads-up display, HUD display car, fighter HUD","3D building rendering, floor plan, algorithmic modeling, architecture visualization, proptech, VR real estate, 도면, 3D 건물",평면 도면만으로 건물 3D 이미지를 렌더링하는 알고리즘 모델링 기술. 파노라마 카메라 없이 생성. 서울 소재.,B,Live
portfolio_company_gv,,Lifesum,Lifesum,"Lifesum app, Markus Falk Lifesum",,,"디지털 헬스 앱. 식단·영양 기록으로 건강한 생활습관 지원, 유럽 내 650만+ 다운로드. 스웨덴 스톡홀름 소재.",B,Live
portfolio_company_gv,망고플레이트,MangoPlate,MangoPlate,"망고플레이트, Mango Plate, mangoplate.com","mango plate recipe, mango on a plate",,개인 취향 기반 맛집 추천 앱. 에디터·파워블로거 큐레이션 리스트 제공. 서울 소재.,B,Live
portfolio_company_gv,미미박스,Memebox,Memebox,"미미박스, memebox.com, Dino Ha, 메미박스","meme box generator, meme boxes, dank meme box",,한국 뷰티 e커머스·모바일 커머스. 큐레이션 구독 박스(Memebox)와 자체 브랜드 운영. 샌프란시스코·서울 소재.,B,Live
portfolio_company_gv,,Mino Monsters,Mino Monsters,"MinoMonsters, Mino Monsters game, minomonsters.com",,,"모바일 게임사. 누적 700만+ 다운로드, 22개국 모바일게임 매출 1위 기록. 샌프란시스코 소재.",B,Live
portfolio_company_gv,,my GO games,my GO games,"myGOgames, MYGG, mygogames.com, Danny Hammett","my go to, go game board, Pokemon GO",,아웃도어 애호가용 온라인 액션 게임 개발사(OTCQB: MYGG). 수렵·낚시·라이딩 등 30종 이상 게임. 텍사스 오스틴 소재.,B,Live
portfolio_company_gv,,Origin Markets,Origin Markets,"Origin bond, originmarkets.com, Raja Palaniappan, Origin debt capital markets","origin of, country of origin, origin story, Origin PC, EA Origin, point of origin, Origin energy, Origin Materials","bond market, fixed income, debt capital markets, primary issuance, corporate borrower, digital marketplace, fintech, Raja Palaniappan",채권시장 디지털 마켓플레이스. 채권 투자자와 대형 기업 차입자를 직접 연결. 영국 런던 소재.,B,Live
portfolio_company_gv,,PayByGroup,PayByGroup,"Pay By Group, paybygroup.com, group payment",,,여러 사람이 함께 결제·렌트·구매하는 그룹 결제 서비스. 요트·선물·휴가 숙소 등 공동 구매 지원. 샌프란시스코 소재.,B,Live
portfolio_company_gv,큐비트시큐리티,Qubit Security,Qubit Security,"큐비트시큐리티, qubitsec.com, Qubit Security log analysis","qubit quantum, qubits quantum computing, superconducting qubit, IBM qubit, qubit count",,로그 분석 기반 서버 해킹 탐지·실시간 시각화 솔루션. 한국 소재.,B,Live
portfolio_company_gv,,Squirrel,Squirrel.me,"Squirrel financial, squirrel.me, Squirrel financial wellbeing, Squirrel budgeting","grey squirrel, red squirrel, squirrel monkey, flying squirrel, squirrel away, Squirrel Girl, ground squirrel, squirrel nest","financial wellbeing, budgeting, savings, salary, payroll savings, financial resilience, financial planning, fintech",금융 웰빙 플랫폼. 공공·민간 기관과 협력해 소득 기반 예산·저축·재무설계 도구 제공. 영국 런던 소재.,B,Live
portfolio_company_gv,스테이즈,Stayes,Stayes,"스테이즈, stayes.com, Stayes rental","stays at, he stays, stays in",,"미임대 주택과 장기 임대 수요자를 연결하는 웹·앱 플랫폼. 2주~1년 이상 임대, 시장가 대비 60% 저렴. 서울 소재.",B,Live
portfolio_company_gv,타임캐스트,Timecast,Timecast,"타임캐스트, timecast.co.kr, Monster Squad, Shadow move","time cast of, timecast forecast, Storm Timecast, WFAA, weather timecast","타임캐스트, mobile content, mobile entertainment, mobile app, e-book, toy app, mobile game, Monster Squad, Shadow move, 모바일 콘텐츠, 모바일 게임","모바일 콘텐츠 개발·서비스사. e북·토이앱·모바일앱 등 다양한 장르. 'Monster Squad', 'Shadow move' 등. 서울 소재.",B,Live
portfolio_company_gv,웨이웨어러블,WayWearable,WayWearable,"웨이웨어러블, helloway.co, WAY device, Way Wearable skin","way wearable technology trend, on the way wearable",,휴대용 개인 스킨케어 디바이스 'WAY' 개발. 생체·환경 센서로 피부 상태를 측정해 앱으로 맞춤 추천. 서울 소재.,B,Live
portfolio_company_gv,,WOO Sports,WOO Sports,"WOO kiteboarding, woosports.com, WOO motion sensor, WOO 3.0","woo hoo, woo woo, woo girl, Woo Commerce, WooCommerce, woo her, Sung-woo, Ji-woo, Min-woo","action sports, kiteboarding, motion sensor, performance tracking, wearable sensor, consumer electronics, jump height, snowboarding",액션스포츠용 온보드 모션 센서 디바이스+앱. 카이트보딩 등 퍼포먼스를 정량 측정. 보스턴 소재.,B,Live
portfolio_company_gv,,Zanbato,Zanbato,"Zanbato ZX, zanbato.com, Zanbato private securities","zanbato sword, zanbatou, zanbatō anime",,패밀리오피스·기관투자자용 대체자산 거래 플랫폼(ZX). 투자기회·공동투자 파트너 연결 및 거래 도구 제공. 캘리포니아 마운틴뷰 소재.,B,Live
portfolio_company_gv,,42 Technologies,42 Technologies,"42debut.com, 42 retail analytics, 42 Technologies retail","Catch-22, 42 the answer, Hitchhiker 42, Level 42, route 42, Article 42, 42 School, Ecole 42","retail analytics, ecommerce analytics, point of sale data, inventory, data mining, retail data platform, sell through",리테일 전용 웹 기반 분석 플랫폼. POS 데이터를 상위 고객·베스트셀러·재고 소진율 인사이트로 변환. 샌프란시스코 소재.,B,Live
portfolio_company_gv,,Hydroleap,Hydroleap,"hydroleap.com, Hydroleap water, Mohammad Sherafatmand",,,전기화학 공정 기반 무약품·저비용 산업용 수처리 솔루션. 싱가포르 소재.,B,Live
portfolio_company_gv,,Good.Co,Good.Co,"GoodCo, good.co, Good.Co culture fit","good company, for the good of, good co-op, common good","culture fit, hiring, retention, personality assessment, HR tech, human capital management, workplace culture, employee strengths",과학적 강점 진단으로 조직문화 적합도를 정량화해 채용·리텐션을 개선. 샌프란시스코 소재.,B,Exit
portfolio_company_gv,,Cryex,Cryex,"cryex.com, Cryex clearing, Cryex Stockholm",,,디지털 통화 청산·거래 마켓플레이스. 오픈소스 가치전송 프로토콜 기반 유동성 관리. 스웨덴 스톡홀름 소재.,B,Exit
portfolio_company_gv,,Hullabalu,Hullabalu,"hullabalu.com, Hullabalu story app, Hullabalu kids","hullabaloo about, hullabaloo over, big hullabaloo",,어린이용 차세대 인터랙티브 스토리 앱. 오리지널 캐릭터·일러스트·음악·액티비티 제작. 뉴욕 소재.,B,Exit
portfolio_company_gv,,Iodine,Iodine.com,"iodine.com, Iodine drug reviews, Thomas Goetz Iodine","iodine deficiency, potassium iodide, iodine supplement, radioactive iodine, iodine tablets, betadine, iodine thyroid, iodine salt","drug reviews, medication information, clinical data, FDA data, healthcare consumer, medication adherence, health decision",FDA·CMS·VA 공공 임상 데이터를 분석해 소비자의 의약품 선택을 돕는 개인화 헬스 정보 서비스. 샌프란시스코 소재.,B,Exit
portfolio_company_gv,노리,KnowRe,KnowRe,"노리, knowre.com, KnowRe Math, 김용재, 노리수학","노리뜰, 노리터, 놀이, 노리개, 노리단, know re-",,적응형 수학 커리큘럼 에듀테크. 학생별 강·약점을 진단해 개인화 커리큘럼과 게이미피케이션 제공. 뉴욕·서울 소재.,B,Exit
portfolio_company_gv,,The Orange Chef,The Orange Chef,"Orange Chef, theorangechef.com, Prep Pad, Countertop app","orange chicken chef, chef orange sauce, Orange County chef",,스마트 키친 생태계. 영양·조리 데이터를 측정하는 커넥티드 주방 기기(Prep Pad) 제작. 샌프란시스코 소재.,B,Exit
portfolio_company_gv,,Parko,Parko,"parko.co.il, Parko parking app, Parko Israel","Parko Pizza, Parko restaurant, Parkour","parking app, crowdsourced parking, parking spot, mobile app, Waze like, Tel Aviv startup, urban mobility",크라우드소싱 주차 앱. 빈 주차면을 자동 인식해 찾는 사람과 떠나는 사람을 연결. 이스라엘 텔아비브 소재.,B,Exit
portfolio_company_gv,,Soundwave,Soundwave,"soundwave.com music, Brendan O'Driscoll, Soundwave music discovery, Aidan Sliney","sound wave physics, soundwave frequency, Soundwave Festival, Transformers Soundwave, sound waves travel, ultrasound wave","music discovery, music app, music tracking, music sharing, streaming, Spotify acquisition, Brendan O'Driscoll","음악 발견·공유·소비 기록 앱(안드로이드·iOS). 2013년 6월 설립, 아일랜드 더블린 소재.",B,Exit
portfolio_company_gv,,Stitch,Stitch app,"stitchapp.com, Stitch sales email, Stitch sales productivity","Stitch Fix, Lilo and Stitch, cross stitch, stitches wound, stitch in time, needle and stitch, Stitch data ETL, Talend Stitch, backstitch","sales productivity, mobile email, sales enablement, CRM, salesperson, sales tools, mobile first sales",영업사원용 모바일 우선 세일즈 생산성 플랫폼. 첫 제품은 영업용 모바일 이메일 앱. 샌프란시스코 소재.,B,Exit
portfolio_company_gv,,Sutro,Sutro,"mysutro.com, Sutro Pool, Sutro water monitor, Ravi Kurani","Sutro Baths, Sutro Tower, Sutro Biopharma, Adolph Sutro, Mount Sutro, Sutro Heights","water testing, pool monitor, water chemistry, IoT device, smart pool, sensor, consumer electronics, water analytics",수질 측정·데이터 분석 기업. 센서로 pH·염소·TDS·수온을 자동 측정하는 커넥티드 풀 모니터 'Sutro Pool'. 샌프란시스코 소재.,B,Exit
