카테고리,기업명(한글),기업명(영문),primaryKeyword,helperKeywords,excludeWords,mustIncludeAny,businessContext,tier,status
portfolio_company,브로츠,Brots,브로츠,로렌츠 미리 음악발견,,"뮤직, 음악, Web3, 웹3, 블록체인, 팬, 플랫폼, 이탈리아, 아티스트, 로렌츠 미리","음악 취향 기반 아티스트 발견·팬 교류 모바일 앱 (이탈리아 기반, 스파크랩 17기)",C,Live
portfolio_company,브라이튼코퍼레이션,BRYTN,브라이튼코퍼레이션,유재황 광학엔진,N/A,N/A,초소형 레이저 광학엔진 기반의 AR·VR 디스플레이 및 차량용 HUD를 개발하는 XR 광학기술 기업,A,Written-off
portfolio_company,부에노컴퍼니,Buenocompany,부에노컴퍼니,이선희 마트홍보,N/A,N/A,오프라인 마트·편의점 할인정보 O2O 앱 '마트장보고' 및 마트 홍보 솔루션 '그로켓' 운영,A,Live
portfolio_company,케어닥,Caredoc,케어닥,박재병 시니어케어,N/A,N/A,시니어 헬스케어 플랫폼. 간병인·요양시설 중개 및 시니어 하우징 사업,A,Exit
portfolio_company,커리어데이,Careerday,커리어데이,강경민 HR테크,N/A,N/A,HR테크 기업 (스파크랩 포트폴리오),A,Live
portfolio_company,까리용,Carillon,까리용,오경원 AI,,"판례, 법률, 법, 리서치, 리걸엔진, 빅데이터, AI, 오경원",대규모 국내 판례 빅데이터 기반의 AI 법률 리서치 솔루션 '리걸엔진',B,Live
portfolio_company,카머스,Carmerce,카머스,안인성 중고차이커머스,N/A,N/A,중고차 이커머스 플랫폼,A,Exit
portfolio_company,캐스팅,Casting,캐스팅,"허성욱
마케팅",,"캐스팅, 플랫폼, 인플루언서, 구독자, 구독, DM, 소통, 오현민",다양한 분야의 인플루언서들과 개인적으로 소통할 수 있는 플랫폼,C,Exit
portfolio_company,차트메트릭,Chartmetric,차트메트릭,조성문 음악데이터,N/A,N/A,음악 산업 데이터 분석 플랫폼. 아티스트·음원 성과 통합 데이터 서비스 빅브레인랩 Bigbrainlab.kr,A,Live
portfolio_company,클로아,Cloa,클로아,"임성은
데이터
AI",,"데이터 파이프라인, 대용량 데이터, 인프라, 임성은",데이터 파이프라인 솔루션 기업. 실시간 대용량 데이터 처리 인프라 개발,B,Live
portfolio_company,클로저랩,Closer Labs,클로저랩,박경호 의사결정AI,N/A,N/A,"AI를 통해 사내외 데이터(ERP, CRM, 광고 플랫폼, 커머스 등)를 통합 검색하고 대시보드를 생성할 수 있는 플랫폼 데스크룸(Deskroom)",A,Live
portfolio_company,컬리지니에이아이,Collegenie AI,컬리지니에이아이,김광일 에듀테크,N/A,N/A,"AI(자연어 처리, 딥러닝) 기술을 기반으로 미국 대학 입시를 위한 전인적 평가 및 합격 에측 솔루션을 제공하는 에듀테크 스타트업",A,Live
portfolio_company,컨셉션,Conception,컨셉션,정구상 3D프린팅,"임신, 산부인과, 빅스","3D프린팅, 금속, 정구상, AI, 프린터",금속 3D 프린팅 및 제조 AI 솔루션 전문 기업,B,Live
portfolio_company,코핀커뮤니케이션즈,COPIN communications,코핀커뮤니케이션즈,유영학 웹툰,N/A,N/A,"웹소설, 웹툰, 캐릭터 이모티콘 등을 제작하고 유통하는 대한민국의 디지털 콘텐츠 기업",A,Exit
portfolio_company,코스모스이펙트,Cosmos Effect,코스모스이펙트,최현일 펫등록,N/A,N/A,모바일 반려동물 등록 서비스 플랫폼 ‘페오펫(Peopet)’,A,Live
portfolio_company,크레파스솔루션,CrePass,크레파스솔루션,김민정 대안신용평가,N/A,N/A,국내 1호 대안신용평가사. 외국인·씬파일러 대상 금융·비금융 데이터 기반 신용평가 핀테크,A,Live
portfolio_company,큐리오칩스,Curiochips,큐리오칩스,백규석 인체장기칩,N/A,N/A,서울대 연구실창업 바이오텍. 3D 혈관구조 모사 인체장기칩(Organ-on-a-chip) 신약개발 플랫폼,A,Live
portfolio_company,디앤아이파비스,D&I PARVIS,디앤아이파비스,박상준 특허검색,N/A,N/A,인공지능(AI)과 자연어 처리(NLP) 기술을 활용해 복잡한 전문 문서를 정확하게 분석하고 탐색하는 AI 기반 특허 조사 솔루션 '브루넬(Brunel)',A,Exit
portfolio_company,달달웍스,Daldalworks,달달웍스,이창훈 런처,N/A,N/A,개인 맞춤형 모바일 런처 및 유틸리티 앱,A,Written-off
portfolio_company,담화컴퍼니,Damhwa Company,담화컴퍼니,이재욱 전통주,N/A,N/A,전통주 큐레이션·구독 플랫폼 '술담화' 운영,A,Live
portfolio_company,댄스트럭트,Danstruct,댄스트럭트,윤혜린 모션데이터,N/A,N/A,댄스 콘텐츠 테크 기업. 안무 3D 모션 데이터 유통 플랫폼 '엑스테이지(XSTAGE)' 운영,A,Live
portfolio_company,데이터빈,Databeen,데이터빈,김수용 액침냉각,N/A,N/A,데이터센터용 이머전 쿨링(액침냉각) 기술·엔지니어링 서비스 기업,A,Live
portfolio_company,디디케어스,DDCares,디디케어스,김상현 펫웨어러블,N/A,N/A,반려동물의 활동량과 수면 데이터를 수집하고 분석하는 AI 및 IoT 기반의 펫테크 스타트업,A,Written-off
portfolio_company,디센티,Decenti,디센티,"권수민
도어락",디센터,"블록체인, 암호화, 고보안성, IoT, 스마트 도어락, 보안, 소프트웨어, 권수민",블록체인 기반의 암호화 모듈을 활용한 고보안성 IoT 스마트 도어락 및 물리 보안 솔루션,C,Written-off
portfolio_company,딥파인,DEEP.Fine,딥파인,김현배 스마트글라스,N/A,N/A,"모바일 기기로 정밀 3D 공간을 구축하는 'DSC(DEEP.FINE Spatial Crafter)', 스마트글라스 기반 원격 협업 솔루션 'DAO(DEEP.FINE AR.ON)'",A,Live
portfolio_company,도모바이오텍,Domobiotech,도모바이오텍,이승규 수면무호흡증,,"코골이, 수면무호흡증. 치과의사, 이승규, 구강 장치, 의료, 큐티33",코골이 및 수면무호흡증 개선 장치를 연구·개발 및 유통,C,Exit
portfolio_company,현관앞마켓,doorkitchen,현관앞마켓,김태구 가정식 구독,N/A,N/A,"매일 갓 조리한 가정식, 반찬, 국, 샐러드 등을 매일 새벽 또는 아침에 문 앞까지 배송해 주는 신선 식품 및 반찬 구독 서비스",A,Live
portfolio_company,도시곳간,Dosigotgan,도시곳간,민요한 반찬유통,N/A,N/A,프리미엄 반찬 편집숍 운영. 시골 생산자와 도시 소비자를 연결하는 농식품 유통 소셜벤처,A,Live
portfolio_company,더블미,DoubleMe,더블미,김희관 홀로그램,N/A,N/A,XR(혼합현실) 기술 기업. 현실세계 메타버스 플랫폼 '트윈월드' 및 볼류메트릭 홀로그램 기술 개발,A,Live
portfolio_company,드래프타입,Draftype,드래프타입,김대희 옥외광고,N/A,N/A,AI·빅데이터 기반 광고테크 기업. 커스텀 AI모델 기반 콘텐츠 제작 및 옥외광고 솔루션 '애드타입' 운영,A,Live
portfolio_company,드랍비트,DropBit,드랍비트,,,,,C,Written-off
portfolio_company,이어가다,Eargada,이어가다,"최자인
박현아
오디오",,"나디오, Nadio, 오디오, 음성, 에세이, 숏폼, 최자인, 박현아, TTS",AI 음성 합성 기술을 활용해 오디오 콘텐츠 플랫폼 나디오 (nadio)를 운영하는 오디오테크 스타트업,C,Live
portfolio_company,잇마플,eatmapl,잇마플,김현지 메디푸드,N/A,N/A,만성질환자 맞춤 메디푸드 브랜드 '맛있저염'(신장질환)·'맛있저당'(당뇨) 운영,A,Live
portfolio_company,에크네,ECNE,에크네,김민호 웹소설투고,N/A,N/A,스토리콘텐츠 창작자-제작자 매칭 서비스 '투고하다' 운영 (학생창업),A,Live
portfolio_company,엣지크로스,EdgeCross,엣지크로스,백훈 스마트머신,N/A,N/A,산업용 AIoT 스마트머신 전환 솔루션 기업 (구 빛컨/VITCON),A,Live
portfolio_company,엘리멘탈머신,Elemental Machines,엘리멘탈머신,에드세귄 스마트랩,,"IoT센서, 실험실, 바이오, 환경 데이터, 손실방지, LapOps, 모니터링, 에드세귄",IoT 센서로 바이오 실험실의 온·습도 등 환경 데이터를 실시간 모니터링하여 기기 고장과 연구 손실을 방지하는 서비스,B,Live
portfolio_company,엘로이랩,Eloilab,엘로이랩,유광선 초분광AI,N/A,N/A,AI 초분광 딥테크 기업. 식품 제조공정 이물질 검출 AI 솔루션,A,Live
portfolio_company,이멀전트브이알,Emergent VR,이멀전트브이알,"피터 윌킨스
가상 현실(VR)",,"스마트폰, 360도 가상현실, 공유, 모바일 VR, 피터 윌킨스","일반 스마트폰으로 360도 가상현실 영상을 직접 촬영·공유하고, 모바일 VR 기기로 이를 탐험하는 'VR 전용 소셜 플랫폼'",C,Exit
portfolio_company,에몰라이즈,Emolize,에몰라이즈,김의순 크로스보더결제,N/A,N/A,국제 크로스보더 모바일 결제 핀테크. 중국 알리페이 연동 결제 앱 '페이빌(Payvil)' 운영,A,Live
portfolio_company,인라이튼,Enlighten,인라이튼,"신기용
전자제품",,"배터리뉴, 뉴트, 가전수리, 친환경, 가전, 신기용, 수리, 배터리, 폐기, 절약",소형 가전 배터리 교체·수리 서비스(배터리뉴)와 자체 친환경 가전 브랜드(뉴트),B,Exit
portfolio_company,이너프유,enoughU,이너프유,임승혁 이유식,N/A,N/A,데이터를 분석해 맞춤형 식단과 영양 관리 솔루션을 제공하는 육아 앱 '이너프(enough)'와 간편 이유식 브랜드. 최근 리벨릭스 (Rebelix) 서비스도 론칭,A,Live
portfolio_company,엔터핀,Enterphin,엔터핀,"김민욱
IoT",,"클라우드, IoT 플랫폼, 스키드, 하드웨어, 김민욱, 소프트웨어",하드웨어 기기의 데이터를 클라우드 서버에 쉽게 연결하고 수집·활용할 수 있는 IoT 플랫폼 '스키드(skiiiD)',C,Written-off
portfolio_company,이퀄테이블,Equaltable,이퀄테이블,문준석 탄소저감커피,N/A,N/A,탄소저감 커피 제조·유통업,A,Live
portfolio_company,이퀼브리엄월드,Equilibrium World,이퀼브리엄월드,"프랭크 미한
ESG
AI 플랫폼",,"탄소 배출량, ESG, 클라우드, 탄소 회계, 프랭크 미한, AI, 탄소, SaaS, 자동화",AI 기반으로 탄소 배출량을 자동 추적하고 ESG 공시를 지원하는 클라우드 탄소 회계 솔루션,C,Exit
portfolio_company,이에스티미디어,EST.MEDIA,이에스티미디어,,,,,C,Written-off
portfolio_company,엑소시스템즈,EXOSYSTEMS Inc.,엑소시스템즈,이후만 디지털재활,N/A,N/A,AI 기반 웨어러블 장치로 신경근육 건강을 진단하고 맞춤형 디지털 재활 치료를 제공,A,Written-off
portfolio_company,팔콘리,Falkonry,팔콘리,"Nikunji Mehta
AI",맹금류,"제조산업, 센서 데이터, AI, 장비 고장, 예측, 노코드, 시계열, 데이터 분석, 머신러닝, 설비 고장, Nikunji Mehta, 실리콘밸리",제조·산업 장비의 센서 데이터를 AI로 실시간 분석하여 오탐지 없는 장비 고장 예측과 이상 징후를 탐지하는 '노코드 시계열 데이터 분석 AI 플랫폼',C,Written-off
portfolio_company,패스켓,Fasket,패스켓,김동우 퀵커머스,N/A,N/A,도심형 마이크로 풀필먼트센터 기반 퀵커머스 장보기 앱,A,Written-off
portfolio_company,패스트뷰,Fastview,패스트뷰,박상우 콘텐츠유통,N/A,N/A,AI 기반 콘텐츠 유통·신디케이션 기술을 통해 퍼블리셔의 디지털 수익화를 원스톱으로 해결하는 종합 콘텐츠 테크 기업,A,Live
portfolio_company,피처링,Featuring,피처링,장지훈 인플루언서,,"데이터 분석, AI, SNS, 인플루언서, 영향력, 마케팅, 장지훈","AI 기반 데이터 분석으로 SNS 인플루언서의 실제 영향력을 측정하고, 브랜드의 인플루언서 마케팅을 지원하는 플랫폼",C,Live
portfolio_company,필유,FeelU,필유,"아드리안 척
웨어러블",,"감정, 연인, 가족, 반지, 웨어러블, 링유, 디바이스",멀리 떨어져 있는 연인이나 가족이 서로의 감정을 실시간으로 공유할 수 있도록 만든 반지 형태의 스마트 웨어러블 기기 '링유(Ringyou)',C,Exit
portfolio_company,파이노버스랩,FiNovus Lab,페이먼스,장종욱 리벨릭스,N/A,N/A,소상공인을 위한 B2B 후불결제(BNPL) 서비스 '페이먼스'. AI 세금 환급 서비스 '세모아',A,Live
portfolio_company,펜테크놀로지,Fintechnology,펜테크놀로지,전상훈 소프트웨어개발,"에쓰핀테크놀로지, 모니, 파피노스, S.Pin Technology, 모비핀테크놀러지","AI핀테크, 비대면 고객채널, 인공지능화, 챗봇서비스",인공지능(AI)과?핀테크를?융합하여?비대면?고객?채널을?인공지능화하는?독창적인?기술과?사업모델을?확보한?핀테크?기술 기업,B,Live
portfolio_company,피스칼노트,FiscalNote,피스칼노트,키컴튼 정책인텔리전스,N/A,N/A,글로벌 법률 및 규제 리스크 관리 플랫폼,A,Exit
portfolio_company,플리팝,Fleapop,플리팝,"김동화
리테일",,"Fleapop, 러블리마켓, 김동화, 쇼핑, 리테일, 커머스, 플랫폼",Z세대를 타깃으로 한 크로스오버 쇼핑 플랫폼 ‘러블리마켓’,C,Written-off
portfolio_company,플로우스테이트미디어,Flow State Media,플로우스테이트미디어,,,,,C,Written-off
portfolio_company,플루언트,FluentT,플루언트,"전예찬
AI",,"3D, 아바타, 디지털 휴먼, 스피치 모션, AI, 데이터, 버츄얼 휴먼, 전예찬, 톡모션, TalkMotion.ai",텍스트나 음성 데이터를 기반으로 자연스러운 3D 아바타(디지털 휴먼) 및 스피치 모션을 생성하는 AI 솔루션 기업,B,Live
portfolio_company,플루이드,Fluid,플루이드,"샤라드 쿠마르
자동화",,"클라우드, 인프라, 자동화, 마이그레이션, SaaS, 샤라드 쿠마르",복잡한 클라우드 시스템 전체를 읽어내 다른 클라우드 환경으로 똑같이 복제하고 이전해 주는 인프라 자동화 플랫폼,C,Exit
portfolio_company,플라잉노트,Flying Note,플라잉노트,이윤종 승무원취업,N/A,N/A,예비 승무원들을 위해 항공지식 콘텐츠를 제작하고 승무원학과 입시 및 항공사 면접 맞춤형 온·오프라인 취업 컨설팅 교육 서비스를 제공,A,Written-off
portfolio_company,폴슨,Folsn,폴슨,"최진호 
AI이커머스","사라 폴슨, 헨리 폴슨, 재무장관, 헤지펀드","엔지니어링, 플라스틱, 화학 제품, 첨가제, 글로벌 무역","엔지니어링 플라스틱, 화학 제품, 첨가제를 전문으로 취급하는 글로벌 무역 기업",C,Written-off
portfolio_company,푸드블록체인,Food Block Chain,푸드블록체인,,,,,C,Written-off
portfolio_company,프리스타일,Freestyle Technology Korea,프리스타일,"김용선
AI
IoT",,"AI, IoT 기술, 상수도, 가스, 원격자동검침, 스마트 시티, 김용선",AI 및 IoT 기술 기반의 상수도·가스 무선 원격자동검침 시스템과 스마트 시티 관리 솔루션을 제공,C,Written-off
portfolio_company,프레스코키친,Fresco,프레스코키친,"벤 해리스
플랫폼",,"스마트 가전, 연결, 실시간 제어, KitchenOS, 밴 해리스, 스마트 주방","다양한 브랜드의 스마트 가전을 하나로 연결하고, AI가 조리 과정을 실시간으로 제어·안내하는 주방 전용 운영체제(KitchenOS)",C,Written-off
portfolio_company,프론트맨,FRONTMAN,프론트맨,,,,,C,Written-off
portfolio_company,펀앳,Funat,펀앳,"이준희
진오민
커뮤니티",펀앤,"동네, 소상공인, 지역 주민, 타임세일, 하이퍼로컬, 타운톡, SNS, 이준희, 진오민",동네 소상공인과 지역 주민을 연결하여 실시간 타임세일 및 할인 혜택 정보를 공유하는 하이퍼로컬 지역 소통 앱 ‘타운톡’,C,Exit
portfolio_company,갭텍,GAPT,갭텍,김은학 온실가스,N/A,N/A,AI·ESG. 반도체 특수가스·대기오염물질 저감 및 CCUS 온실가스 저감 기술·장비,A,Live
portfolio_company,젤코,GELKO,젤코,마정수 연질캡슐,N/A,N/A,"제약, 건강기능식품, 화장품 산업을 위해 연질캡슐 생산 자동화 장비를 전문으로 개발 및 제조하는 혁신 스타트업",A,Live
portfolio_company,젠지 이스포츠,Gen.G Esports,젠지 이스포츠,"아놀드 원 허
게임
이스포츠",N/A,N/A,"글로벌 프로게임단 운영을 중심 선수 육성, 이스포츠 교육(Gen.G Global Academy), 브랜드 협업 및 마케팅 서비스",A,Written-off
portfolio_company,진캐스트,GENECAST,진캐스트,백승찬 액체생검,N/A,N/A,바이오·의료 스타트업 (공유실험실 메디오픈랩 입주),A,Written-off
portfolio_company,제노플랜,Genoplan,제노플랜,김성식 유전자검사,N/A,N/A,유전자 검사 기반 맞춤형 헬스케어 기업,A,Live
portfolio_company,거북선컴퍼니,Geobukseon,거북선컴퍼니,염승헌 정산자동화,N/A,N/A,동대문 의류 도매 시장과 소매상 간의 거래에서 발생하는 정산을 자동화하고 업무를 관리해 주는 B2B 서비스인 '터틀체인',A,Exit
portfolio_company,지지큐,GGQ,지지큐,이용수 게임코칭,N/A,N/A,e스포츠 코칭·트레이닝 서비스 플랫폼 (AI 기반 게임 경기 분석),A,Live
portfolio_company,지아이빌리언스,GI BILLIONS,지아이빌리언스,최영성 덴탈케어,N/A,N/A,"D2C 이커머스 스타트업, 프리미엄 덴탈 케어 브랜드인 투스노트(TOOTHNOTE)와 더노트(THE:NOTE) 운영. 구강/위생용품 중심으로 성장해 욕실 라이프스타일 브랜드로 확장중",A,Live
portfolio_company,긴트,GINT,긴트,김용현 자율주행,N/A,N/A,"농기계 자율주행 스타트업. 탈부착형 자율주행 키트 '플루바 오토' 개발, 농업·방산·건설 분야 확장",A,Exit
portfolio_company,글로벌브릿지,Global Bridge,글로벌브릿지,홍윤국 무선통신보안,,"홍윤국, 무선통신, 보안, CDMA, CCTV, 바이너리",무선통신 보안 기업. 바이너리CDMA 기반 영상 송수신·CCTV 보안 솔루션 개발,C,Written-off
portfolio_company,GMG,GMG,GMG,"도널드 클립
로버트 채드윅
부동산",,"프롭테크, 비시민권자, 해외 주거, 부동산, 도널드 클립, 로버트 채드윅, 글로벌모기지그룹, 중개, 투자, 담보, 대출",프롭테크. 비시민권자 해외 주거용 부동산 구매 지원,C,Written-off
portfolio_company,지냅스,GNAPSE,지냅스,김현철 모빌리티,N/A,N/A,차량용 인포테인먼트(IVI)와 eCockpit 시스템 및 AI 기반 스마트 모빌리티 솔루션,A,Live
portfolio_company,고미랩스,GOMILabs,고미랩스,김인수 펫테크,N/A,N/A,인공지능(AI) 기반 기술을 활용하여 반려동물의 분리불안을 해소하고 건강 데이터를 수집하는 스마트 토이인 '고미볼(GOMI.Ball)' 및 반려동물 헬스케어 플랫폼,A,Live
